iter	Logloss
2928	0.2500828048
2929	0.2500690615
2930	0.2500531854
2931	0.2500433177
2932	0.2500313588
2933	0.2500242772
2934	0.250014093
2935	0.2500020286
2936	0.2499943604
2937	0.2499837104
2938	0.249971651
2939	0.2499590834
2940	0.2499423642
2941	0.2499359616
2942	0.2499270247
2943	0.2499205895
2944	0.2499100462
2945	0.2498998795
2946	0.2498884314
2947	0.2498734526
2948	0.2498678553
2949	0.2498553984
2950	0.2498397845
2951	0.2498311585
2952	0.2498167359
2953	0.2498038257
2954	0.2497898681
2955	0.2497736812
2956	0.2497620912
2957	0.2497511457
2958	0.2497429858
2959	0.2497323062
2960	0.2497269866
2961	0.2497161093
2962	0.2497005121
2963	0.2496982105
2964	0.2496855158
2965	0.2496683356
2966	0.2496527912
2967	0.2496390308
2968	0.2496281037
2969	0.2496091651
2970	0.2495950929
2971	0.2495822309
2972	0.2495677155
2973	0.2495546727
2974	0.2495436615
2975	0.2495345176
2976	0.2495218988
2977	0.2495087608
2978	0.2495023217
2979	0.2494943219
2980	0.2494854313
2981	0.249470355
2982	0.2494601096
2983	0.2494504416
2984	0.2494413132
2985	0.2494250504
2986	0.2494086771
2987	0.2494004747
2988	0.2493819979
2989	0.2493649701
2990	0.2493550436
2991	0.2493448586
2992	0.2493252349
2993	0.2493111382
2994	0.2492976664
2995	0.2492795004
2996	0.2492643655
2997	0.2492495423
2998	0.2492405268
2999	0.2492237
